"","choice","income","price","text"
"29","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB of RAM, a 13.5in screen, and a 128GB Solid State Drive."
"30","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"31","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"32","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"33","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"34","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen, and 128GB of storage."
"35","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"36","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"37","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"38","Yes",50000,749,"
Yes, I purchased a Surface Laptop 3."
"39","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"40","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"41","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with Intel Core i5, 8GB RAM, 13.5in screen, and 128GB of storage."
"42","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"43","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"44","Yes",50000,749,"
Yes, I purchased the Microsoft Surface Laptop 3."
"45","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"46","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"47","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"48","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"49","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"50","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5in screen size, and 128GB SD."
"51","Yes",50000,749," Yes, I purchased the Surface Laptop 3 at $749. It has an Intel Core
i5 processor, 8GB RAM, 13.5in screen size, and comes with 128GB SD."
"52","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"53","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"54","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"55","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"56","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"57","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"58","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"59","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"60","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"61","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"62","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"63","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"64","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"65","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"66","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3. It had an Intel Core i5 processor, 8GB of RAM, a 13.5-inch screen, and a 128GB solid-state drive."
"67","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"68","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"69","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"70","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"71","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"72","Yes",50000,749,"
Yes, I purchased a Surface Laptop 3."
"73","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"74","Yes",50000,749,"
Yes, I purchased a Surface Laptop 3."
"75","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"76","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in display, and a 128GB SSD."
"77","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"78","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"79","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"80","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"81","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"82","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"83","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"84","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"85","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"86","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"87","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"88","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"89","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"90","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"91","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"92","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"93","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"94","Yes",50000,749," Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen size, and a 128GB SD."
"95","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"96","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"97","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"98","Yes",50000,749," Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB of RAM, a 13.5in screen, and 128GB of storage."
"99","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"100","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"101","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"102","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"103","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"104","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"105","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"106","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"107","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"108","Yes",50000,749,"
Yes, I purchased a Surface Laptop 3."
"109","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"110","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"111","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"112","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"113","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"114","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen size, and a 128GB SSD."
"115","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"116","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"117","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"118","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"119","Yes",50000,749," Yes, I purchased a Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and a 128GB SD storage."
"120","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"121","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"122","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"123","Yes",50000,749," Yes, I bought the Surface Laptop 3."
"124","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"125","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"126","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"127","Yes",50000,749," Yes, I purchased the Surface Laptop 3."
"128","Yes",50000,749,"
Yes, I purchased the Surface Laptop 3."
"129","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"130","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"131","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"132","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"133","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"134","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"135","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"136","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"137","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"138","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"139","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"140","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"141","Yes",50000,774," Yes, I found the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen, and a 128GB SD to be the perfect choice for my needs."
"142","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"143","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"144","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"145","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"146","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"147","Yes",50000,774,"Yes, I purchased the Surface Laptop 3."
"148","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"149","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"150","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"151","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"152","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"153","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"154","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"155","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"156",NA,50000,774," I purchased the Surface Laptop 3."
"157","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3. It has an Intel Core i5 processor, 8GB of RAM, a 13.5 inch screen, and a 128GB solid-state drive."
"158","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"159","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"160","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"161","Yes",50000,774," Yes, I purchased the Surface Laptop 3 with an Intel Core i5 Processor, 8GB RAM, 13.5in Screen Size, and a 128GB SD."
"162","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"163","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen and 128GB of storage."
"164","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"165","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"166","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"167","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"168","Yes",50000,774," Yes, I purchased the Surface Laptop 3 with the Intel Core i5 processor, 8GB of RAM, 13.5 inch screen, and 128GB of storage."
"169","Yes",50000,774," Yes, I purchased the Microsoft Surface Laptop 3."
"170","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"171","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"172","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"173","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"174","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"175","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"176","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"177","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"178","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"179","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"180","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"181","Yes",50000,774,"
Yes, I bought the Surface Laptop 3. I liked the Intel Core i5 processor and 8GB of RAM for the price of $774."
"182","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"183","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"184","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"185","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"186","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"187","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"188","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"189","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5in screen size and 128GB SD."
"190","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"191","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"192","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"193","Yes",50000,774,"
Yes I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5in screen size and a 128GB SD."
"194","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"195","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"196","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"197","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"198","No",50000,774,"
No, I did not purchase a laptop."
"199","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"200","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"201","Yes",50000,774," Yes, I purchased the Surface Laptop 3 with Intel Core i5 processor, 8GB RAM, 128GB SD, and 13.5in screen size for a price of $774."
"202","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"203","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"204","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"205","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"206","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"207","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"208","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"209","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"210","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"211","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"212","No",50000,774," No, I did not purchase a laptop. I was considering the Surface Laptop 3 with Intel Core i5, 8GB RAM, 13.5in screen size, and 128GB SD, but the price was a bit too high for my budget."
"213","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"214","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"215","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"216","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"217","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"218","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"219","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"220","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"221","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"222","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"223","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"224","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"225","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"226","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"227","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"228","Yes",50000,774," Yes I purchased the Surface Laptop 3."
"229","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"230","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"231","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"232","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"233","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"234","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"235","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"236","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"237","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"238","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"239","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"240","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"241","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"242","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"243","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"244","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"245","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"246","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen, and 128GB of SD storage."
"247","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"248","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"249","No",50000,774,"
No, I did not purchase any laptop."
"250","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"251","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"252","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"253","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"254","Yes",50000,774," Yes, I purchased the Surface Laptop 3."
"255","Yes",50000,774,"

Yes, I purchased the Surface Laptop 3."
"256","Yes",50000,774,"
Yes, I purchased the Surface Laptop 3."
"257","Yes",50000,799,"
Yes, I purchased the Microsoft Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5-inch screen, and 128GB SD card."
"258","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3 with the Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"259","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"260","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"261","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"262","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"263","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"264","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"265","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"266","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3 with Intel Core i5, 8GB of RAM, 13.5in screen size, and 128GB SD."
"267","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"268","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"269","No",50000,799,"
No, I did not purchase any laptop."
"270","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"271","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"272","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"273","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"274","Yes",50000,799," Yes, I purchased a Surface Laptop 3."
"275","No",50000,799," No, I did not purchase any laptop."
"276","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"277","Yes",50000,799,"
Yes, I purchased a Surface Laptop 3."
"278","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"279","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"280","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"281","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"282","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"283","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"284","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"285","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"286","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"287","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"288","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"289","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"290","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"291","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"292","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"293","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"294","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"295","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"296","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"297","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"298","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"299","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"300","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"301","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3 with Intel Core i5, 8GB RAM, 13.5in Screen Size, and 128GB SD."
"302","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"303","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"304","No",50000,799,"
No, I did not purchase any laptop."
"305","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"306","Yes",50000,799," Yes, I purchased the Surface Laptop 3 with Intel Core i5, 8GB RAM, 13.5in screen size, and 128GB SD."
"307","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"308","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"309","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"310","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"311","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"312","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"313","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"314","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"315","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"316","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and a 128GB SD."
"317","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"318","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"319","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"320","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"321","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"322","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"323","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"324","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"325","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"326","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"327","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"328","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"329","Yes",50000,799," Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5in screen size, and 128GB SD."
"330","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"331","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"332","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5in screen size, and 128GB SD."
"333","Yes",50000,799," Yes, I purchased the Surface Laptop 3 for $799."
"334","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"335","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"336","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"337","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"338","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"339","No",50000,799,"
No, I did not purchase any laptop."
"340","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"341","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"342","No",50000,799," No, I did not purchase any laptop. I was looking at the Surface Laptop 3 but felt that it was not within my budget."
"343","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"344","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"345","Yes",50000,799,"
Yes, I purchased a Surface Laptop 3."
"346","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"347","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"348","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"349","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"350","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"351","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"352","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"353","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"354","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"355","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"356","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"357","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"358","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"359","No",50000,799," No, I did not purchase a laptop. I was considering the Surface Laptop 3, but it was a bit more than I was wanting to spend."
"360","No",50000,799," No, I did not purchase any laptop. I was looking at the Surface Laptop 3, but I did not think it was the right fit for my needs."
"361","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"362","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"363","Yes",50000,799,"
Yes, I purchased a Surface Laptop 3."
"364","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"365","Yes",50000,799,"
Yes, I purchased a Surface Laptop 3."
"366","Yes",50000,799," Yes, I purchased the Surface Laptop 3 with the Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"367","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"368","Yes",50000,799," Yes, I purchased the Surface Laptop 3 that I saw."
"369","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"370","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"371","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"372","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"373","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"374","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"375","Yes",50000,799," Yes, I purchased a Surface Laptop 3."
"376","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"377","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"378","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"379","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
"380","Yes",50000,799,"
Yes, I purchased the Surface Laptop 3."
"381","Yes",50000,799," Yes, I purchased the Surface Laptop 3."
