"","choice","income","price","text"
"63","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"64","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"65","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"66","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"67","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"68","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"69","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"70","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"71","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"72","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"73","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"74","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"75","No",70000,749," No, I did not purchase any laptop this time."
"76","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"77","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"78","No",70000,749,"
No, I didn't purchase any laptop."
"79","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"80","Yes",70000,749,"
Yes, I did purchase a laptop. I purchased the Surface Laptop 3."
"81","No",70000,749," No, I did not purchase any laptop."
"82","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"83","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"84","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"85","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"86","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"87","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"88","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"89","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"90","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"91","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"92","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"93","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"94","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"95","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"96","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"97","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"98","Yes",70000,749," Yes, I bought the Surface Laptop 3."
"99","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"100","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"101","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"102","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"103","Yes",70000,749,"
Yes, I purchased the Microsoft Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB solid state drive."
"104","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"105","Yes",70000,749,"
Yes, I did purchase a laptop. I chose the Surface Laptop 3 with the Intel Core i5 processor, 8GB of RAM, 13.5 inch screen size, and 128GB of solid-state drive storage."
"106","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"107","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"108","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"109","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"110","No",70000,749,"
No, I didn't purchase any laptop."
"111","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"112","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"113","Yes",70000,749," Yes, I purchased a Surface Laptop 3."
"114","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"115","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"116","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"117","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"118","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"119","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"120","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"121","Yes",70000,749," Yes, I purchased the Surface Laptop 3 for $749."
"122","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"123","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"124","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"125","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"126","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"127","Yes",70000,749,"
Yes, I purchased the Surface Laptop 3."
"128","Yes",70000,749," Yes, I purchased the Surface Laptop 3."
"129","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"130","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"131","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3. It had an Intel Core i5 processor, 8GB of RAM, a 13.5in screen, and a 128GB solid state drive."
"132","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"133","Yes",70000,774," Yes, I purchased the Surface Laptop 3 with the Intel Core i5 processor, 8GB of RAM, 13.5in screen, and 128GB of storage."
"134","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"135","Yes",70000,774," Yes, I purchased a Surface Laptop 3."
"136","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"137","Yes",70000,774," Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size and 128GB SD."
"138","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"139","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"140","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"141","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"142","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"143","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"144","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"145","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"146","Yes",70000,774,"
Yes, I purchased a Surface Laptop 3."
"147","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"148","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"149","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"150","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3. It has an Intel Core i5 processor, 8GB RAM, 13.5in screen, and 128GB SD."
"151","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"152","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"153","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen, and 128GB of storage."
"154","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"155","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"156","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"157","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"158","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"159","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"160","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"161","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"162","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"163","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"164","Yes",70000,774,"
Yes, I purchased a Surface Laptop 3."
"165","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"166","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"167","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"168","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"169","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"170","Yes",70000,774," Yes, I did purchase a laptop. I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB storage."
"171","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"172","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"173","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"174","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"175","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"176","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"177","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"178","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"179","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"180","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"181","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"182","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"183","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"184","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"185","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"186","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"187","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"188","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"189","Yes",70000,774," Yes, I purchased a Surface Laptop 3."
"190","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"191","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"192","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"193","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen size, and a 128GB SD."
"194","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"195","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with Intel Core i5 processor, 8GB RAM, 13.5 inch screen size, and 128GB SD."
"196","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"197","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"198","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"199","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"200","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"201","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"202","Yes",70000,774," Yes, I did purchase a laptop and I chose the Surface Laptop 3."
"203","Yes",70000,774," Yes, I purchased the Surface Laptop 3 with the Intel Core i5, 8GB of RAM, and a 13.5-inch display with a 128GB SSD."
"204","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"205","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"206","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"207","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"208","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"209","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"210","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"211","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"212","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"213","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"214","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"215","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"216","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"217","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"218","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"219","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"220","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"221","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"222","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"223","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"224","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"225","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"226","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"227","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"228","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"229","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"230","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"231","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"232","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"233","Yes",70000,774," Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, and a 128GB SD card."
"234","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"235","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"236","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"237","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen size, and a 128GB SD."
"238","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"239","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"240","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"241","No",70000,774," No, I decided not to purchase a laptop this time as it was too expensive for me. "
"242","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"243","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"244","Yes",70000,774,"
Yes, I purchased a Surface Laptop 3."
"245","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"246","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"247","Yes",70000,774," Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"248","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"249","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"250","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB of RAM, a 13.5in screen, and 128GB of storage for $774."
"251","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3 with Intel Core i5, 8GB RAM, 13.5in Screen Size and 128GB SD."
"252","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"253","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"254","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"255","Yes",70000,774,"
Yes, I purchased the Surface Laptop 3."
"256","Yes",70000,774," Yes, I purchased the Surface Laptop 3."
"257","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"258","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"259","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"260","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"261","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"262","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"263","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"264","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"265","Yes",70000,799," Yes, I purchased the Surface Laptop 3 with Intel Core i5 processor, 8GB of RAM, 13.5 inch screen, and 128GB of storage."
"266","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"267","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"268","No",70000,799,"
No, I did not purchase any laptop."
"269","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"270","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"271","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"272","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"273","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"274","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"275","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"276","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"277","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"278","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"279","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"280","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"281","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"282","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"283","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size and 128GB SD."
"284","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"285","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"286","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"287","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"288","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"289","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"290","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"291","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"292","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"293","Yes",70000,799,"Yes, I purchased the Surface Laptop 3."
"294","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"295","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"296","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"297","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"298","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"299","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"300","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"301","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"302","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"303","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"304","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"305","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"306",NA,70000,799," I purchased the Surface Laptop 3 with Intel Core i5, 8GB RAM,
13.5in screen, and 128GB SD."
"307","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"308","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"309","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"310","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"311","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"312","Yes",70000,799,"
Yes, I purchased a Surface Laptop 3."
"313","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"314","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"315","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"316","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"317","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"318","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"319","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"320","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"321","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"322","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"323","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"324","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"325","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"326","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"327","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"328","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"329","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"330","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"331","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"332","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"333","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"334","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"335","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"336","Yes",70000,799," Yes, I purchased the Surface Laptop 3 with an Intel Core i5, 8GB RAM, 13.5-inch screen size, and 128GB SD."
"337","Yes",70000,799," Yes I purchased the Surface Laptop 3."
"338","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"339","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"340","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"341","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"342","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"343","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"344","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"345","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"346","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"347","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"348","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"349","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"350","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"351","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"352","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"353","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"354","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"355","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"356","Yes",70000,799," Yes, I purchased a Surface Laptop 3 with Intel Core i5, 8GB of RAM, and a 128GB solid state drive."
"357","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"358","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"359","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"360","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"361","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"362","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"363","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"364","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"365","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3 that I saw in the store."
"366","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"367","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"368","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"369","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"370","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"371","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"372","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"373","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"374","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"375","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"376","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3 that I saw earlier."
"377","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"378","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3. It has an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"379","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3 with an Intel Core i5 processor, 8GB RAM, 13.5in screen size, and 128GB SD."
"380","Yes",70000,799," Yes, I purchased a Surface Laptop 3."
"381","Yes",70000,799," Yes, I purchased the Surface Laptop 3."
"382","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"383","Yes",70000,799,"
Yes, I purchased the Surface Laptop 3."
"384","Yes",70000,799," Yes, I purchased the Surface Laptop 3 for $799."
